Label,Text,Predicted_Label
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,ham
ham,But i dint slept in afternoon.,ham
ham,That seems unnecessarily affectionate,ham
ham,Yar else i'll thk of all sorts of funny things.,ham
ham,You will be in the place of that man,ham
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",ham
ham,Thats cool. How was your day?,ham
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,ham
ham,R we going with the  &lt;#&gt;  bus?,ham
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",ham
ham,No..he joined today itself.,ham
ham,Okay same with me. Well thanks for the clarification,ham
ham,I'll talk to the others and probably just come early tomorrow then,ham
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",ham
ham,Hi. I'm sorry i missed your call. Can you pls call back.,ham
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",ham
ham,Ok then no need to tell me anything i am going to sleep good night,ham
ham,Ok try to do week end course in coimbatore.,ham
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,spam
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),ham
ham,If you r @ home then come down within 5 min,ham
ham,"""A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied """"Boost is d secret of my energy"""" n instantly d girl shouted """"our energy"""" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",ham
ham,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?",ham
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",ham
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,ham
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,spam
ham,Dunno lei he neva say...,ham
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,ham
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",ham
ham,"If i let you do this, i want you in the house by 8am.",ham
ham,"""Best line said in Love: . """"I will wait till the day I can forget u Or The day u realize that u cannot forget me.""""... Gn""",ham
ham,I will reach before ten morning,ham
ham,Your pussy is perfect!,ham
ham,"Sorry, I'll call later",ham
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam
ham,No message..no responce..what happend?,ham
ham,Also where's the piece,ham
ham,"""wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine """"KUDI""""yarasu dhina vaazhthukkal. ..""",ham
ham,Boo. How's things? I'm back at home and a little bored already :-(,ham
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,ham
ham,PICK UR FONE UP NOW U DUMB?,ham
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",ham
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff.",ham
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ham
ham,"Babe, I'm back ... Come back to me ...",ham
ham,Well you told others you'd marry them...,ham
ham,Neshanth..tel me who r u?,ham
ham,YO YO YO BYATCH WHASSUP?,ham
ham,Oh... Kay... On sat right?,ham
ham,Hi! This is Roger from CL. How are you?,ham
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),ham
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,ham
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,ham
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,ham
ham,I'm meeting Darren...,ham
ham,"""One of best dialogue in cute reltnship..!! """"Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8""",ham
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
ham,Dear where you will be when i reach there,ham
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),ham
ham,Ok... Thanx... Gd nite 2 ü too...,ham
ham,"Come to me right now, Ahmad",ham
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,ham
ham,O was not into fps then.,ham
ham,Huh means computational science... Y they like dat one push here n there...,ham
ham,"Could you not read me, my Love ? I answered you",ham
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,ham
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",ham
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam
ham,Oic... Then better quickly go bathe n settle down...,ham
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,ham
ham,A bloo bloo bloo I'll miss the first bowl,ham
ham,Lmao but its so fun...,ham
ham,Oh k k:)but he is not a big hitter.anyway good,ham
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,ham
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,spam
ham,Do you think i can move  &lt;#&gt;  in a week,ham
ham,She.s find. I sent you an offline message to know how anjola's now.,ham
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,ham
ham,How was txting and driving,ham
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,ham
ham,Really dun bluff me leh... U sleep early too. Nite...,ham
ham,"""Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that """" &lt;#&gt;  lac crore"""" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""""""",ham
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,ham
ham,Oh ya ya. I remember da. .,ham
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,ham
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",spam
ham,I not busy juz dun wan 2 go so early.. Hee..,ham
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,ham
ham,"Great. I'm in church now, will holla when i get out",ham
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,ham
ham,I donno if they are scorable,ham
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ham
ham,"Yes but i dont care! I need you bad, princess!",ham
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",ham
ham,"Sorry, I'll call later",ham
ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,ham
ham,Do u knw dis no. &lt;#&gt; ?,ham
ham,Then she dun believe wat?,ham
ham,K..give back my thanks.,ham
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,ham
ham,Okay. I've seen it. So i should pick it on friday?,ham
ham,How much she payed. Suganya.,ham
ham,Left dessert. U wan me 2 go suntec look 4 u?,ham
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",ham
ham,Onum ela pa. Normal than.,ham
ham,K.k..how is your sister kids?,ham
ham,"Cool, I'll text you when I'm on the way",ham
ham,Nope. Meanwhile she talk say make i greet you.,ham
ham,i cant talk to you now.i will call when i can.dont keep calling.,ham
ham,Anything lar...,ham
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",ham
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",ham
ham,They will pick up and drop in car.so no problem..,ham
ham,S.i think he is waste for rr..,ham
ham,He is world famamus....,ham
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,ham
ham,Lol well don't do it without me. We could have a big sale together.,ham
ham,* Am on my way,ham
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,ham
ham,"sry can't talk on phone, with parents",ham
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",spam
ham,Ok lor wat time ü finish?,ham
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",ham
ham,Mm i am on the way to railway,ham
ham,i dnt wnt to tlk wid u,ham
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",ham
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,ham
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam
